title,released_year,duration,genre,description,Rated,Released,Runtime,Director,Writer,Actors,Plot,Language,Country,Awards,Ratings,imdbRating,imdbVotes,imdbID,Type,BoxOffice,totalSeasons,imageid,format
Nikaah,1982,2h 24m,Romance,Afaque falls for Nilofar but is left devastated when she marries another man. Things take a turn when Nilofar enters his life again after her divorce.,,24 Sep 1982,152 min,B.R. Chopra,"Ram Kumar, Achala Nagar, Rahi Masoom Reza","Raj Babbar, Deepak Parashar, Govardhan Asrani","Afaque, Saif and Niloufer are college mates. Afaque wins a 10 Rupee bet with Saif, that he will be able to touch Niloufer. Afaque has a serious crush on Niloufer who does not reciprocate. Afaque however nurses his crush and is rather charming in his attempts to draw Nilofer's attention. Niloufer (Salma Agha) an attractive but quite haughty co-ed asks Afaque (Raj Babbar) to entertain the outgoing batch with his ghazals and that is the only time, when the two actually have a meaningful exchange. Time goes by and the college mates come together again. Saif (Asrani) is now a dissolute magazine editor, alcoholic and womaniser. Niloufer is divorced by Nawab Wasim (Deepak Parasher), a debonair, workacholic and self centred man. Afaque, a publisher of Urdu poetry is single while keeping the flame of his love for Niloufer alive in his heart. The story takes us through details of Sharia (muslim) law regarding divorce and remarriage. Niloufer habitually keeps a diary, which proves to be her undoing. Does she still love her her ex-husband? On her birthday she receives a present from her doting husband, a present that is so utterly unexpected and an utterly selfless sacrifice. A proposal to replace the word Talaq - which, if repeated thrice results in divorce with another word, which should be repeated time and time again in a marriage is the denouement of the film.",Urdu,India,1 win & 1 nomination,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.8/10""}]",6.8,306,tt0158827,movie,,,6,
Nikaah,1982,2h 24m,Drama,Afaque falls for Nilofar but is left devastated when she marries another man. Things take a turn when Nilofar enters his life again after her divorce.,,24 Sep 1982,152 min,B.R. Chopra,"Ram Kumar, Achala Nagar, Rahi Masoom Reza","Raj Babbar, Deepak Parashar, Govardhan Asrani","Afaque, Saif and Niloufer are college mates. Afaque wins a 10 Rupee bet with Saif, that he will be able to touch Niloufer. Afaque has a serious crush on Niloufer who does not reciprocate. Afaque however nurses his crush and is rather charming in his attempts to draw Nilofer's attention. Niloufer (Salma Agha) an attractive but quite haughty co-ed asks Afaque (Raj Babbar) to entertain the outgoing batch with his ghazals and that is the only time, when the two actually have a meaningful exchange. Time goes by and the college mates come together again. Saif (Asrani) is now a dissolute magazine editor, alcoholic and womaniser. Niloufer is divorced by Nawab Wasim (Deepak Parasher), a debonair, workacholic and self centred man. Afaque, a publisher of Urdu poetry is single while keeping the flame of his love for Niloufer alive in his heart. The story takes us through details of Sharia (muslim) law regarding divorce and remarriage. Niloufer habitually keeps a diary, which proves to be her undoing. Does she still love her her ex-husband? On her birthday she receives a present from her doting husband, a present that is so utterly unexpected and an utterly selfless sacrifice. A proposal to replace the word Talaq - which, if repeated thrice results in divorce with another word, which should be repeated time and time again in a marriage is the denouement of the film.",Urdu,India,1 win & 1 nomination,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.8/10""}]",6.8,306,tt0158827,movie,,,6,
Ghar Dwaar,1985,2h 23m,Family,"Savitri is humiliated at her in-laws' house. Unable to take it anymore, she vows revenge on her in-laws and decides to turn their home into a battleground.",,14 Aug 1985,153 min,Kalpataru,,"Tanuja Samarth, Sachin Pilgaonkar, Raj Kiran","Dhanraj resides with his two brothers, Chander and Ketan, his sister, Asha, and wife, Savitri, in their family home. Dhanraj wants Chander and Ketan to study and get better jobs, so he slogs away at work, and also finds part-time work to keep the in-flow to sustain his family and pay for their education. But this is not enough and a choice must be made to allow only one brother to carry on studying. Ketan feigns an illness and let's Chander continue on to become an engineer, and eventually gets married to the only daughter, Chanda, of a multi-millionaire widow. Things do not go as planned and Chanda and her mother face humiliation after humiliation at the hands of Dhanraj and his family. Chanda swears to avenge this by destroying the love that binds this family. Watch as Chanda works on each family member individually with the hopes of separating them and dividing their love - so that she can live alone with Chander.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""8.1/10""}]",8.1,56,tt0231645,movie,,,7,
Ghar Dwaar,1985,2h 23m,Drama,"Savitri is humiliated at her in-laws' house. Unable to take it anymore, she vows revenge on her in-laws and decides to turn their home into a battleground.",,14 Aug 1985,153 min,Kalpataru,,"Tanuja Samarth, Sachin Pilgaonkar, Raj Kiran","Dhanraj resides with his two brothers, Chander and Ketan, his sister, Asha, and wife, Savitri, in their family home. Dhanraj wants Chander and Ketan to study and get better jobs, so he slogs away at work, and also finds part-time work to keep the in-flow to sustain his family and pay for their education. But this is not enough and a choice must be made to allow only one brother to carry on studying. Ketan feigns an illness and let's Chander continue on to become an engineer, and eventually gets married to the only daughter, Chanda, of a multi-millionaire widow. Things do not go as planned and Chanda and her mother face humiliation after humiliation at the hands of Dhanraj and his family. Chanda swears to avenge this by destroying the love that binds this family. Watch as Chanda works on each family member individually with the hopes of separating them and dividing their love - so that she can live alone with Chander.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""8.1/10""}]",8.1,56,tt0231645,movie,,,7,
Maa Beti,1987,2h 26m,Family,"Tired of her stepmother Lakshmi's ill-treatment, Meenu and her brother leave house. The tables turn when Lakshmi gets a taste of her own medicine.",,,,,,,,,,,,,,,,,,8,
Sagar Sangam,1988,2h 39m,Crime,"Convicted in a case, criminal mastermind Gopi journeys towards his birthplace Devipur. As his trauma-filled past rears its head, he sets out to seek revenge.",,02 Feb 1988,120 min,Dulal Guha,,"Mithun Chakraborty, Shatrughan Sinha, Padmini Kolhapure",Ganga's husband is accused of robbery and sent to prison while outside the court a con men abducts her son and goes to sell it to Chagganlal but his wife Yashoda adopts the son as she is feels they are childless due to Chagganlal's crimes who forces kids to beg.Chagganlal gets arrested and jailed for a year when he comes out he takes Yashoda long with her leaving her son Gopi on his own whose raised by a criminal Ramu Ustad who has eyes of treasure of Devupur Temple.Years later Gopi turns to be a thief and gets arrested by Inspector Arjun Sharma where he is permitted from entry boundaries of Mumbai and goes to Devipur where he finds that Ganga is respected by every villagers and runs a temple trust but does not allow Gopi to enter the temple as he is a criminal.Gopi finds a Sister in Subhadra and falls in love with Radha he notices illegal activities in the village run by Dayal Das whose none other then Chagganlal and also recognizes Yashoda but is reluctant to approach due to his background..Arjun gets transferred to Devipur and finds truth about Gopi and Yadhoda and both team up to expose Dayal Das but Ramu Ustad reaches the village to rob the treasure while Arjun and Gopi find that there is one more person over Chagagnlal whose controlling everything.,Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.5/10""}]",6.5,41,tt0216171,movie,,,9,
Sagar Sangam,1988,2h 39m,Drama,"Convicted in a case, criminal mastermind Gopi journeys towards his birthplace Devipur. As his trauma-filled past rears its head, he sets out to seek revenge.",,02 Feb 1988,120 min,Dulal Guha,,"Mithun Chakraborty, Shatrughan Sinha, Padmini Kolhapure",Ganga's husband is accused of robbery and sent to prison while outside the court a con men abducts her son and goes to sell it to Chagganlal but his wife Yashoda adopts the son as she is feels they are childless due to Chagganlal's crimes who forces kids to beg.Chagganlal gets arrested and jailed for a year when he comes out he takes Yashoda long with her leaving her son Gopi on his own whose raised by a criminal Ramu Ustad who has eyes of treasure of Devupur Temple.Years later Gopi turns to be a thief and gets arrested by Inspector Arjun Sharma where he is permitted from entry boundaries of Mumbai and goes to Devipur where he finds that Ganga is respected by every villagers and runs a temple trust but does not allow Gopi to enter the temple as he is a criminal.Gopi finds a Sister in Subhadra and falls in love with Radha he notices illegal activities in the village run by Dayal Das whose none other then Chagganlal and also recognizes Yashoda but is reluctant to approach due to his background..Arjun gets transferred to Devipur and finds truth about Gopi and Yadhoda and both team up to expose Dayal Das but Ramu Ustad reaches the village to rob the treasure while Arjun and Gopi find that there is one more person over Chagagnlal whose controlling everything.,Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.5/10""}]",6.5,41,tt0216171,movie,,,9,
Bade Ghar Ki Beti,1989,2h 21m,Family,Poor girl Mala marries rich boy Gopal at the behest of his father. But her married life is far from smooth.,,07 Apr 1989,138 min,Kalpataru,"Kader Khan, K.B. Pathak, Mohanji Prasad","Shammi Kapoor, Rishi Kapoor, Meenakshi Sheshadri","Thakur Din Dayal is a family and village patriarch living with his wife and three married sons Murli,Manohar and Girdhar who do nothing but enjoy his wealth while other son Gopal and daughter Pushpa are till not married.Thakur comes across Mala whose daughter of his employer he gets touched by her nature and wants her to marry Gopal.But his three daughter in laws feel that Mala isn't of their status but Thakur still marries her to Gopal.After their marriage Gopal and Mala are living happily while Thakurain for the first time feels how good a daughter in law could be as the elder daughters in laws never cared for her.Things are going well but suddenly Thakur suffers an heart attack an is critical and prepares his will,while in hospital Murli,Manohar,Girdhar and their wives take this opportunity and divide Thakur's wealth among st them keeping Gopal and Mala aside.After Thakur returns he isn't able to bear what his sons have done and passes away the brother also remove Gopal and Mala from the house leaving them no where.While their mother is left at the mercy of God and made to do all household during this time Gopal and Mala start singing in temples and are spotted by Banne Khan who makes them stars by arranging their stage shows.After becoming successful Gopal and Mala's only which is to meet their mother but are unaware that she is also thrown out of the house buy his brothers and their wives.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.1/10""}]",6.1,92,tt0231214,movie,,,10,jpg
Bade Ghar Ki Beti,1989,2h 21m,Drama,Poor girl Mala marries rich boy Gopal at the behest of his father. But her married life is far from smooth.,,07 Apr 1989,138 min,Kalpataru,"Kader Khan, K.B. Pathak, Mohanji Prasad","Shammi Kapoor, Rishi Kapoor, Meenakshi Sheshadri","Thakur Din Dayal is a family and village patriarch living with his wife and three married sons Murli,Manohar and Girdhar who do nothing but enjoy his wealth while other son Gopal and daughter Pushpa are till not married.Thakur comes across Mala whose daughter of his employer he gets touched by her nature and wants her to marry Gopal.But his three daughter in laws feel that Mala isn't of their status but Thakur still marries her to Gopal.After their marriage Gopal and Mala are living happily while Thakurain for the first time feels how good a daughter in law could be as the elder daughters in laws never cared for her.Things are going well but suddenly Thakur suffers an heart attack an is critical and prepares his will,while in hospital Murli,Manohar,Girdhar and their wives take this opportunity and divide Thakur's wealth among st them keeping Gopal and Mala aside.After Thakur returns he isn't able to bear what his sons have done and passes away the brother also remove Gopal and Mala from the house leaving them no where.While their mother is left at the mercy of God and made to do all household during this time Gopal and Mala start singing in temples and are spotted by Banne Khan who makes them stars by arranging their stage shows.After becoming successful Gopal and Mala's only which is to meet their mother but are unaware that she is also thrown out of the house buy his brothers and their wives.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.1/10""}]",6.1,92,tt0231214,movie,,,10,jpg
Shiva,1990,2h 41m,Action,"While the students' union president and thug club make the college climate ferocious, Shiva, a collegiate, is obliged to face them.",,07 Dec 1990,162 min,Ram Gopal Varma,"Iqbal Durrani, Ram Gopal Varma","Nagarjuna Akkineni, Amala Akkineni, Raj Zutshi","Shiva, a fresher at VAC College, is forced to stand up against the students' union president and a group of gangsters who have made the college environment increasingly violent.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.9/10""}]",7.9,104,tt14984074,movie,,,11,jpg
Shiva,1990,2h 41m,Crime,"While the students' union president and thug club make the college climate ferocious, Shiva, a collegiate, is obliged to face them.",,07 Dec 1990,162 min,Ram Gopal Varma,"Iqbal Durrani, Ram Gopal Varma","Nagarjuna Akkineni, Amala Akkineni, Raj Zutshi","Shiva, a fresher at VAC College, is forced to stand up against the students' union president and a group of gangsters who have made the college environment increasingly violent.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.9/10""}]",7.9,104,tt14984074,movie,,,11,jpg
Shiva,1990,2h 41m,Drama,"While the students' union president and thug club make the college climate ferocious, Shiva, a collegiate, is obliged to face them.",,07 Dec 1990,162 min,Ram Gopal Varma,"Iqbal Durrani, Ram Gopal Varma","Nagarjuna Akkineni, Amala Akkineni, Raj Zutshi","Shiva, a fresher at VAC College, is forced to stand up against the students' union president and a group of gangsters who have made the college environment increasingly violent.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.9/10""}]",7.9,104,tt14984074,movie,,,11,jpg
Deewana,1992,2h 37m,Romance,"A grieving widow Kajal crosses paths with Raja, who falls head over heels in love with her. But chaos ensues when her husband Ravi returns from the dead.",Not Rated,25 Jun 1992,185 min,Raj Kanwar,"Ranbir Pushp, Sagar Sarhadi","Rishi Kapoor, Divya Bharti, Shah Rukh Khan","Kajal is a beautiful and talented young woman who loves songs and dances and attends various shows. At one of the shows she attended she gets to meet Ravi, a popular singer and both are head over heel in love with each other and they soon got married. Kajal relocates to Ravi's parental mansion and is all welcome as a bride there. But soon her marriage life goes over the board when Ravi's scheming cousin and uncle has him killed. Unable to bear the shock Kajal relocates to a different city and gets to meet the wealthy and care-free Raja Sahai, who proposes marriage to her but she refuses and wants to live as Ravi's widow but destiny has other plans for her.",Hindi,India,5 wins & 2 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.7/10""}]",6.7,"7,630",tt0126871,movie,,,12,jpg
Deewana,1992,2h 37m,Action,"A grieving widow Kajal crosses paths with Raja, who falls head over heels in love with her. But chaos ensues when her husband Ravi returns from the dead.",Not Rated,25 Jun 1992,185 min,Raj Kanwar,"Ranbir Pushp, Sagar Sarhadi","Rishi Kapoor, Divya Bharti, Shah Rukh Khan","Kajal is a beautiful and talented young woman who loves songs and dances and attends various shows. At one of the shows she attended she gets to meet Ravi, a popular singer and both are head over heel in love with each other and they soon got married. Kajal relocates to Ravi's parental mansion and is all welcome as a bride there. But soon her marriage life goes over the board when Ravi's scheming cousin and uncle has him killed. Unable to bear the shock Kajal relocates to a different city and gets to meet the wealthy and care-free Raja Sahai, who proposes marriage to her but she refuses and wants to live as Ravi's widow but destiny has other plans for her.",Hindi,India,5 wins & 2 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.7/10""}]",6.7,"7,630",tt0126871,movie,,,12,jpg
Deewana,1992,2h 37m,Comedy,"A grieving widow Kajal crosses paths with Raja, who falls head over heels in love with her. But chaos ensues when her husband Ravi returns from the dead.",Not Rated,25 Jun 1992,185 min,Raj Kanwar,"Ranbir Pushp, Sagar Sarhadi","Rishi Kapoor, Divya Bharti, Shah Rukh Khan","Kajal is a beautiful and talented young woman who loves songs and dances and attends various shows. At one of the shows she attended she gets to meet Ravi, a popular singer and both are head over heel in love with each other and they soon got married. Kajal relocates to Ravi's parental mansion and is all welcome as a bride there. But soon her marriage life goes over the board when Ravi's scheming cousin and uncle has him killed. Unable to bear the shock Kajal relocates to a different city and gets to meet the wealthy and care-free Raja Sahai, who proposes marriage to her but she refuses and wants to live as Ravi's widow but destiny has other plans for her.",Hindi,India,5 wins & 2 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.7/10""}]",6.7,"7,630",tt0126871,movie,,,12,jpg
Deewana,1992,2h 37m,Drama,"A grieving widow Kajal crosses paths with Raja, who falls head over heels in love with her. But chaos ensues when her husband Ravi returns from the dead.",Not Rated,25 Jun 1992,185 min,Raj Kanwar,"Ranbir Pushp, Sagar Sarhadi","Rishi Kapoor, Divya Bharti, Shah Rukh Khan","Kajal is a beautiful and talented young woman who loves songs and dances and attends various shows. At one of the shows she attended she gets to meet Ravi, a popular singer and both are head over heel in love with each other and they soon got married. Kajal relocates to Ravi's parental mansion and is all welcome as a bride there. But soon her marriage life goes over the board when Ravi's scheming cousin and uncle has him killed. Unable to bear the shock Kajal relocates to a different city and gets to meet the wealthy and care-free Raja Sahai, who proposes marriage to her but she refuses and wants to live as Ravi's widow but destiny has other plans for her.",Hindi,India,5 wins & 2 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.7/10""}]",6.7,"7,630",tt0126871,movie,,,12,jpg
Hum Hain Rahi Pyar Ke,1993,2h 37m,Comedy,"Rahul is the guardian of his mischievous nephews, Sunny and Vicky, and a niece, Munni. Chaos ensues when the kids decide to shelter a runaway girl, Vyjayanti.",,05 Jul 1993,163 min,Mahesh Bhatt,"Robin Bhatt, Aamir Khan, Sujit Sen","Aamir Khan, Juhi Chawla, Sharokh Bharucha","Rahul Malhotra (Aamir Khan) is the manager of the heavily in debt family business. He is also the guardian of his dead sister's mischievous kids. Rahul hires Vaijayanti (Juhi Chawla) as governess. Vaijayanti is a runaway from home as she does not want to marry the man her orthodox family has chosen for her. Predictably, Rahul and Vaijayanti fall in love. Maya (Navneet Nishan), a rich girl in love with Rahul tries to ruin his family and his business.",Hindi,India,5 wins & 4 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.3/10""}]",7.3,"6,310",tt0107166,movie,,,13,
Hum Hain Rahi Pyar Ke,1993,2h 37m,Drama,"Rahul is the guardian of his mischievous nephews, Sunny and Vicky, and a niece, Munni. Chaos ensues when the kids decide to shelter a runaway girl, Vyjayanti.",,05 Jul 1993,163 min,Mahesh Bhatt,"Robin Bhatt, Aamir Khan, Sujit Sen","Aamir Khan, Juhi Chawla, Sharokh Bharucha","Rahul Malhotra (Aamir Khan) is the manager of the heavily in debt family business. He is also the guardian of his dead sister's mischievous kids. Rahul hires Vaijayanti (Juhi Chawla) as governess. Vaijayanti is a runaway from home as she does not want to marry the man her orthodox family has chosen for her. Predictably, Rahul and Vaijayanti fall in love. Maya (Navneet Nishan), a rich girl in love with Rahul tries to ruin his family and his business.",Hindi,India,5 wins & 4 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.3/10""}]",7.3,"6,310",tt0107166,movie,,,13,
Hum Hain Rahi Pyar Ke,1993,2h 37m,Romance,"Rahul is the guardian of his mischievous nephews, Sunny and Vicky, and a niece, Munni. Chaos ensues when the kids decide to shelter a runaway girl, Vyjayanti.",,05 Jul 1993,163 min,Mahesh Bhatt,"Robin Bhatt, Aamir Khan, Sujit Sen","Aamir Khan, Juhi Chawla, Sharokh Bharucha","Rahul Malhotra (Aamir Khan) is the manager of the heavily in debt family business. He is also the guardian of his dead sister's mischievous kids. Rahul hires Vaijayanti (Juhi Chawla) as governess. Vaijayanti is a runaway from home as she does not want to marry the man her orthodox family has chosen for her. Predictably, Rahul and Vaijayanti fall in love. Maya (Navneet Nishan), a rich girl in love with Rahul tries to ruin his family and his business.",Hindi,India,5 wins & 4 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.3/10""}]",7.3,"6,310",tt0107166,movie,,,13,
Waqt Hamara Hai,1993,2h 25m,Action,"Friends Vikas and Sunil plan a phoney kidnapping of their girlfriends, Ayesha and Mamta, which turns completely awry when a notorious terrorist intervenes.",Not Rated,02 Jul 1993,148 min,Bharat Rangachary,Rumi Jaffery,"Akshay Kumar, Suniel Shetty, Ayesha Jhulka","Two friends Vikas Kumar Sabkuchwala and Sunil Choudhary decides to arrange the fake kidnapping of the two girls Ayesha and Mamta; they are in love with; so as to convince the girls father that they can make good son-in-law as well as meet with his demands at the same time. Only to learn that there plans goes hay-wild when the girls are kidnapped by international terrorist, Colonel Chikara - which changes their lives forever.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.9/10""}]",5.9,"1,745",tt0290331,movie,,,14,jpg
Waqt Hamara Hai,1993,2h 25m,Comedy,"Friends Vikas and Sunil plan a phoney kidnapping of their girlfriends, Ayesha and Mamta, which turns completely awry when a notorious terrorist intervenes.",Not Rated,02 Jul 1993,148 min,Bharat Rangachary,Rumi Jaffery,"Akshay Kumar, Suniel Shetty, Ayesha Jhulka","Two friends Vikas Kumar Sabkuchwala and Sunil Choudhary decides to arrange the fake kidnapping of the two girls Ayesha and Mamta; they are in love with; so as to convince the girls father that they can make good son-in-law as well as meet with his demands at the same time. Only to learn that there plans goes hay-wild when the girls are kidnapped by international terrorist, Colonel Chikara - which changes their lives forever.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.9/10""}]",5.9,"1,745",tt0290331,movie,,,14,jpg
Waqt Hamara Hai,1993,2h 25m,Romance,"Friends Vikas and Sunil plan a phoney kidnapping of their girlfriends, Ayesha and Mamta, which turns completely awry when a notorious terrorist intervenes.",Not Rated,02 Jul 1993,148 min,Bharat Rangachary,Rumi Jaffery,"Akshay Kumar, Suniel Shetty, Ayesha Jhulka","Two friends Vikas Kumar Sabkuchwala and Sunil Choudhary decides to arrange the fake kidnapping of the two girls Ayesha and Mamta; they are in love with; so as to convince the girls father that they can make good son-in-law as well as meet with his demands at the same time. Only to learn that there plans goes hay-wild when the girls are kidnapped by international terrorist, Colonel Chikara - which changes their lives forever.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.9/10""}]",5.9,"1,745",tt0290331,movie,,,14,jpg
Aflatoon,1994,1h 51m,Action,"A principled officer’s eldest son, Vikas is killed in a planned accident. While the family is grief-stricken, the younger son, Vishal goes rogue.",,,,,,,,,,,,,,,,,,15,
Coolie No. 1,1995,2h 16m,Comedy,"When insulted by Choudhry Hoshiarchand, Shaadiram, a matchmaker gets a coolie to pose as a millionaire and marry Hoshiarchand’s daughter.",Not Rated,30 Jun 1995,143 min,David Dhawan,"Rumi Jaffery, Kader Khan","Govinda, Karisma Kapoor, Harish",In order to avenge his insult against wealthy Hoshiarchand Choudhary; Pandit Shaadiram Gharjodhe asks Raju; a coolie by profession to masquerade as a wealthy business tycoon so that he can get marry to Choudhary's daughter Malti. Choudhary does accept the match and the wedding of Raju and Malti are celebrated. After the wedding Raju will find that he might as well have to pretend all his life as gradually Choudhary begins to suspect him especially when he gets caught by Choudhary at the bus station working as a coolie.,Hindi,India,1 win & 2 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.6/10""}]",6.6,"5,856",tt0101616,movie,,,16,jpg
Coolie No. 1,1995,2h 16m,Action,"When insulted by Choudhry Hoshiarchand, Shaadiram, a matchmaker gets a coolie to pose as a millionaire and marry Hoshiarchand’s daughter.",Not Rated,30 Jun 1995,143 min,David Dhawan,"Rumi Jaffery, Kader Khan","Govinda, Karisma Kapoor, Harish",In order to avenge his insult against wealthy Hoshiarchand Choudhary; Pandit Shaadiram Gharjodhe asks Raju; a coolie by profession to masquerade as a wealthy business tycoon so that he can get marry to Choudhary's daughter Malti. Choudhary does accept the match and the wedding of Raju and Malti are celebrated. After the wedding Raju will find that he might as well have to pretend all his life as gradually Choudhary begins to suspect him especially when he gets caught by Choudhary at the bus station working as a coolie.,Hindi,India,1 win & 2 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.6/10""}]",6.6,"5,856",tt0101616,movie,,,16,jpg
Coolie No. 1,1995,2h 16m,Romance,"When insulted by Choudhry Hoshiarchand, Shaadiram, a matchmaker gets a coolie to pose as a millionaire and marry Hoshiarchand’s daughter.",Not Rated,30 Jun 1995,143 min,David Dhawan,"Rumi Jaffery, Kader Khan","Govinda, Karisma Kapoor, Harish",In order to avenge his insult against wealthy Hoshiarchand Choudhary; Pandit Shaadiram Gharjodhe asks Raju; a coolie by profession to masquerade as a wealthy business tycoon so that he can get marry to Choudhary's daughter Malti. Choudhary does accept the match and the wedding of Raju and Malti are celebrated. After the wedding Raju will find that he might as well have to pretend all his life as gradually Choudhary begins to suspect him especially when he gets caught by Choudhary at the bus station working as a coolie.,Hindi,India,1 win & 2 nominations,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.6/10""}]",6.6,"5,856",tt0101616,movie,,,16,jpg
Haqeeqat,1995,2h 27m,Action,"Sudha, a widow, is rescued by Ajay from being molested. They fall in love and decide to get married. But is she making a terrible mistake?",Not Rated,20 Dec 1995,166 min,Kuku Kohli,"Nawab Arzoo, Gulshan Bawra, Maya Govind","Ajay Devgn, Tabu, Aruna Irani","After her husband, Ravi Malhotra, is killed, Sudha lives the life of a widow with her brother, Mahesh, and Bhabhi, Kamini. A new tenant, Ajay, comes to her rescue when she is molested by Bhavani's brother, both fall in love and decide to get married. Kamini initially opposes this match, but subsequently relents and both get married. Shortly thereafter she gets pregnant and it is then she finds out that Ajay is not who he claims to be, and may have been responsible for killing her husband.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.6/10""}]",4.6,392,tt0286672,movie,,,17,
Haqeeqat,1995,2h 27m,Drama,"Sudha, a widow, is rescued by Ajay from being molested. They fall in love and decide to get married. But is she making a terrible mistake?",Not Rated,20 Dec 1995,166 min,Kuku Kohli,"Nawab Arzoo, Gulshan Bawra, Maya Govind","Ajay Devgn, Tabu, Aruna Irani","After her husband, Ravi Malhotra, is killed, Sudha lives the life of a widow with her brother, Mahesh, and Bhabhi, Kamini. A new tenant, Ajay, comes to her rescue when she is molested by Bhavani's brother, both fall in love and decide to get married. Kamini initially opposes this match, but subsequently relents and both get married. Shortly thereafter she gets pregnant and it is then she finds out that Ajay is not who he claims to be, and may have been responsible for killing her husband.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.6/10""}]",4.6,392,tt0286672,movie,,,17,
Haqeeqat,1995,2h 27m,Romance,"Sudha, a widow, is rescued by Ajay from being molested. They fall in love and decide to get married. But is she making a terrible mistake?",Not Rated,20 Dec 1995,166 min,Kuku Kohli,"Nawab Arzoo, Gulshan Bawra, Maya Govind","Ajay Devgn, Tabu, Aruna Irani","After her husband, Ravi Malhotra, is killed, Sudha lives the life of a widow with her brother, Mahesh, and Bhabhi, Kamini. A new tenant, Ajay, comes to her rescue when she is molested by Bhavani's brother, both fall in love and decide to get married. Kamini initially opposes this match, but subsequently relents and both get married. Shortly thereafter she gets pregnant and it is then she finds out that Ajay is not who he claims to be, and may have been responsible for killing her husband.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.6/10""}]",4.6,392,tt0286672,movie,,,17,
Gundaraj,1995,2h 19m,Action,Ajay is wrongly convicted as a rapist and sent to prison for seven years. After four years he’s out for good behaviour but seeks revenge.,,07 Sep 1995,140 min,Guddu Dhanoa,"Anees Bazmee, Robin Henry","Ajay Devgn, Amrish Puri, Kajol","Ajay Chauvan lives with his parents and a younger sister. Ajay loves Pooja and hopes to get marry to her one day; he prepares a job application and send it to various places but in the mean-while he stages dance programs and performs in street fights to meet his family needs. A few days later he receive a letter informing him that he must present himself for an interview pertaining a job in Bombay. He does attend the interview only to be selected for the job; satisfy with this Ajay decides to offer prayers at a near-by temple only to find himself arrested by the police, tortured and accused of raping 3 young girls. The case is then called up in a court of law where-by Ajay is found guilty and is sentenced to 4 years imprisonment. After completing his sentence Ajay return home only to find that nothing is the same anymore his dad and fiancée has committed suicide, his mother is living a destitute life while his sister loses her mental balance and is confined in a mental asylum prompting Ajay to start his own investigations with the help of a police officer whose daughter was one of the rape victims. After concluding his investigations Ajay is willing to leave no stone unturned in punishing the real perpetrators of the crime he was wrongly punish for.",Hindi,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.2/10""}]",4.2,461,tt0375791,movie,,,18,jpg
